ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
2101,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/precondition.py:103(get_positive_predicate_conditions)
139,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:8(__init__)
97,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:21(<listcomp>)
97,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:17(__init__)
1763790,3.536,0.000,48.934,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:24(evaluate)
42,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:71(__init__)
102,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:77(add_child)
1183255/917763,1.324,0.000,51.257,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:84(<listcomp>)
1401404/1135912,3.154,0.000,53.626,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/conditions.py:81(evaluate)
26,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/predicate.py:9(__init__)
1006065908/503032954,221.902,0.000,221.902,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/predicate.py:18(__eq__)
25,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/Object.py:5(__init__)
295,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/reg_parameter.py:6(__init__)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/Type.py:2(__init__)
295,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/parameter.py:2(__init__)
505626333,174.036,0.000,174.036,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/Object.py:15(__eq__)
108977406,13.394,0.000,13.394,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/Object.py:24(__str__)
10527975,2.495,0.000,3.533,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/Object.py:27(__hash__)
40,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/modifier.py:14(__init__)
30,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/modifier.py:31(add_preconditions)
19,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/modifier.py:38(get_number_parameters)
704555,0.741,0.000,41.540,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/modifier.py:59(evaluate_preconditions)
309522,0.260,0.000,6.527,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/modifier.py:71(evaluate_preconditions_conditions_given_params)
14,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/action.py:11(__init__)
28,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/effects.py:8(__init__)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/method.py:9(__init__)
27,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/effects.py:28(__init__)
28,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/effects.py:31(add_effect)
704555,0.995,0.000,42.536,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/method.py:26(evaluate_preconditions)
3280,0.001,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/method.py:47(get_subtasks)
729036,1.302,0.000,1.670,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:9(__init__)
729002,1.460,0.000,1.704,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:23(add_given_parameters)
184195,0.198,0.000,9.499,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:30(evaluate_preconditions)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:36(set_root_task)
4127359,4.360,0.000,11.472,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:39(__hash__)
11992,0.028,0.000,0.043,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:43(__str__)
17,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:58(__init__)
42,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:66(add_subtask)
3281,0.001,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:209(get_tasks)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:212(get_task_orderings)
19,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/subtasks.py:222(__len__)
10,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/task.py:5(__init__)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/task.py:10(add_method)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:16(__init__)
290,0.000,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:51(__add_t_param_list)
124,0.001,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:50(_parse_parameters)
17,0.000,0.000,0.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:148(_parse_subtasks)
2,0.001,0.000,0.005,0.003,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:218(_scan_tokens)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Parsers/parser.py:246(_post_problem_parsing_grounding)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:12(__init__)
14,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:21(add_action)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:25(add_method)
10,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:31(add_task)
26,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:35(add_predicate)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:48(add_type)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:69(get_all_actions)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:75(get_task)
175,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:89(get_type)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:100(get_all_methods)
61,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:106(get_modifier)
250,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:116(get_predicate)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:135(add_problem)
16,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/domain.py:138(_add_method_to_task)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:11(__init__)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:19(set_name)
25,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:23(add_object)
125,0.000,0.000,0.003,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:31(add_to_initial_state)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:35(add_subtasks)
276,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:42(get_object)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:65(get_subtasks)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem.py:70(add_goal_conditions)
397052,0.211,0.000,0.211,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:7(__init__)
51948573,53.527,0.000,1178.568,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:11(add_element)
51942916,50.235,0.000,65.981,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:17(_add_element_to_index)
54876056,32.241,0.000,45.396,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:24(get_indexes)
92556,0.130,0.000,6.398,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:38(remove_element)
92556,0.284,0.000,6.253,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:45(_remove_element_objects)
92556,4.835,0.000,5.839,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:74(_adjust_index_remove_element)
1763790,8.074,0.000,44.975,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:90(check_if_predicate_value_exists)
397051,15.694,0.000,1192.992,0.003,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:100(reproduce)
51948573,177.915,0.000,1052.596,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:139(__contains__)
581246,21.167,0.000,61.316,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/state.py:158(__hash__)
1914046,0.740,0.000,0.740,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem_predicate.py:21(<listcomp>)
1914046,4.006,0.000,5.001,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem_predicate.py:6(__init__)
75916668,29.917,0.000,39.604,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem_predicate.py:23(__hash__)
503032954,473.894,0.000,868.554,0.000,/scratch/users/u34cm18/alt/EPICpy/Internal_Representation/problem_predicate.py:26(__eq__)
397051,4.201,0.000,7.597,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:15(__init__)
505745,0.359,0.000,0.595,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:18(get_next_modifier)
505515,0.604,0.000,0.747,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:22(insert_modifier)
581245,1.102,0.000,7.762,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:28(add_operation)
5255,0.009,0.000,0.018,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:34(promote_waiting_subtask)
397050,2.427,0.000,1520.244,0.004,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/default_model.py:44(reproduce)
581245,0.849,0.000,0.971,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/action_tracker.py:7(__init__)
45470948,83.119,0.000,177.926,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/action_tracker.py:28(__str__)
794101,1.729,0.000,1.874,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/sequential_progress_tracker.py:9(__init__)
45470948,88.597,0.000,307.016,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/sequential_progress_tracker.py:15(add_operation)
397050,14.562,0.000,316.631,0.001,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/sequential_progress_tracker.py:26(reproduce)
794101,0.146,0.000,0.146,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Progress_Tracking/progress_tracker.py:6(__init__)
397051,2.169,0.000,3.397,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:15(__init__)
211495,0.082,0.000,0.082,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:51(get_model_number)
397050,0.105,0.000,0.105,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:54(set_parent_model_number)
566995,0.363,0.000,0.363,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:57(set_ranking)
566995,0.265,0.000,0.265,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:64(set_secondary_ranking)
397050,0.416,0.000,0.416,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:67(set_progress_tracker)
397050,0.184,0.000,0.184,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:70(get_progress_tracker)
581246,0.187,0.000,0.187,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:76(get_state)
581246,0.339,0.000,0.339,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:79(get_task_network)
893910,0.541,0.000,1.291,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:110(merge_dictionaries)
7901620,6.143,0.000,6.143,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Models/model.py:119(__lt__)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:35(__init__)
2,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:48(set_heuristic)
2,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:60(set_search_queue)
1,0.000,0.000,0.516,0.516,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:76(solve)
1,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:122(_create_initial_model)
505745,2.410,0.000,1793.384,0.004,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:126(_search)
8,0.000,0.000,0.000,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:187(_generate_param_dict)
1003071,1.876,0.000,3.506,0.000,/scratch/users/u34cm18/alt/EPICpy/Solver/Solving_Algorithms/solver.py:252(reproduce_dict)
